,Unnamed: 0,Action,org:resource,concept:name,EventOrigin,EventID,lifecycle:transition,time:timestamp,case:LoanGoal,case:ApplicationType,case:concept:name,case:AMOUNT_REQ,FirstWithdrawalAmount,NumberOfTerms,Accepted,MonthlyCost,Selected,CreditScore,OfferedAmount,OfferID,time until next event,next event,activity number in case,number of activity in case inverse,case start count,case end count,case_relative_time,first_lag_event,second_lag_event,workrate,active cases,days_until_next_holiday,is_holiday,seconds_since_week_start,is_work_time,seconds_to_work_hours,is_weekend
10,44,Created,User_1,W_Complete application,Workflow,Workitem_1703931302,schedule,2016-01-01 10:17:31.584,Home improvement,New credit,Application_1691306052,10000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.01,A_Concept,4.0,26.0,31507.0,0.0,80.084,W_Handle leads,W_Handle leads,13866.5244107143,2.0,0,True,382651.584,True,0.0,False
11,45,statechange,User_1,A_Concept,Application,ApplState_421204851,complete,2016-01-01 10:17:31.594,Home improvement,New credit,Application_1691306052,10000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,88391.202,W_Complete application,5.0,25.0,31507.0,0.0,80.094,W_Complete application,W_Handle leads,13866.5244107143,2.0,0,True,382651.594,True,0.0,False
12,71,Created,User_1,A_Create Application,Application,Application_428409768,complete,2016-01-01 11:19:38.177,Home improvement,New credit,Application_428409768,15000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.058,A_Submitted,0.0,44.0,31507.0,0.0,0.0,no_lagged_events,no_lagged_events,13866.5244107143,3.0,0,True,386378.177,True,0.0,False
13,72,statechange,User_1,A_Submitted,Application,ApplState_105207793,complete,2016-01-01 11:19:38.235,Home improvement,New credit,Application_428409768,15000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.679,W_Handle leads,1.0,43.0,31506.0,0.0,0.058,A_Create Application,no_lagged_events,13866.5244107143,3.0,0,True,386378.235,True,0.0,False
14,73,Created,User_1,W_Handle leads,Workflow,Workitem_1185806608,schedule,2016-01-01 11:19:38.914,Home improvement,New credit,Application_428409768,15000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,58.477,W_Handle leads,2.0,42.0,31506.0,0.0,0.737,A_Submitted,A_Create Application,13866.5244107143,3.0,0,True,386378.914,True,0.0,False
15,74,Deleted,User_1,W_Handle leads,Workflow,Workitem_835967796,withdraw,2016-01-01 11:20:37.391,Home improvement,New credit,Application_428409768,15000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.018,W_Complete application,3.0,41.0,31506.0,0.0,59.214,W_Handle leads,A_Submitted,13866.5244107143,3.0,0,True,386437.391,True,0.0,False
16,75,Created,User_1,W_Complete application,Workflow,Workitem_755889823,schedule,2016-01-01 11:20:37.409,Home improvement,New credit,Application_428409768,15000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.013,A_Concept,4.0,40.0,31506.0,0.0,59.232,W_Handle leads,W_Handle leads,13866.5244107143,3.0,0,True,386437.409,True,0.0,False
17,76,statechange,User_1,A_Concept,Application,ApplState_1727723699,complete,2016-01-01 11:20:37.422,Home improvement,New credit,Application_428409768,15000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,84865.747,W_Complete application,5.0,39.0,31506.0,0.0,59.245,W_Complete application,W_Handle leads,13866.5244107143,3.0,0,True,386437.422,True,0.0,False
18,116,Created,User_1,A_Create Application,Application,Application_1746793196,complete,2016-01-01 12:34:53.911,Car,New credit,Application_1746793196,5000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.039,A_Submitted,0.0,83.0,31506.0,0.0,0.0,no_lagged_events,no_lagged_events,13866.5244107143,4.0,0,True,390893.911,True,0.0,False
19,117,statechange,User_1,A_Submitted,Application,ApplState_282472804,complete,2016-01-01 12:34:53.950,Car,New credit,Application_1746793196,5000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.37,W_Handle leads,1.0,82.0,31505.0,0.0,0.039,A_Create Application,no_lagged_events,13866.5244107143,4.0,0,True,390893.95,True,0.0,False
20,118,Created,User_1,W_Handle leads,Workflow,Workitem_1676837235,schedule,2016-01-01 12:34:54.320,Car,New credit,Application_1746793196,5000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,73808.338,W_Handle leads,2.0,81.0,31505.0,0.0,0.409,A_Submitted,A_Create Application,13866.5244107143,4.0,0,True,390894.32,True,0.0,False
21,200,Created,User_1,A_Create Application,Application,Application_828200680,complete,2016-01-01 13:00:04.360,Home improvement,New credit,Application_828200680,35000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.038,A_Submitted,0.0,20.0,31505.0,0.0,0.0,no_lagged_events,no_lagged_events,13866.5244107143,5.0,0,True,392404.36,True,0.0,False
22,201,statechange,User_1,A_Submitted,Application,ApplState_420123528,complete,2016-01-01 13:00:04.398,Home improvement,New credit,Application_828200680,35000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.339,W_Handle leads,1.0,19.0,31504.0,0.0,0.038,A_Create Application,no_lagged_events,13866.5244107143,5.0,0,True,392404.398,True,0.0,False
23,202,Created,User_1,W_Handle leads,Workflow,Workitem_1645277487,schedule,2016-01-01 13:00:04.737,Home improvement,New credit,Application_828200680,35000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,99.914,W_Handle leads,2.0,18.0,31504.0,0.0,0.377,A_Submitted,A_Create Application,13866.5244107143,5.0,0,True,392404.737,True,0.0,False
24,203,Deleted,User_1,W_Handle leads,Workflow,Workitem_1902399339,withdraw,2016-01-01 13:01:44.651,Home improvement,New credit,Application_828200680,35000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.01,W_Complete application,3.0,17.0,31504.0,0.0,100.291,W_Handle leads,A_Submitted,13866.5244107143,5.0,0,True,392504.651,True,0.0,False
25,204,Created,User_1,W_Complete application,Workflow,Workitem_1933317539,schedule,2016-01-01 13:01:44.661,Home improvement,New credit,Application_828200680,35000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.01,A_Concept,4.0,16.0,31504.0,0.0,100.301,W_Handle leads,W_Handle leads,13866.5244107143,5.0,0,True,392504.661,True,0.0,False
26,205,statechange,User_1,A_Concept,Application,ApplState_281446729,complete,2016-01-01 13:01:44.671,Home improvement,New credit,Application_828200680,35000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,81073.125,W_Complete application,5.0,15.0,31504.0,0.0,100.311,W_Complete application,W_Handle leads,13866.5244107143,5.0,0,True,392504.671,True,0.0,False
27,221,Created,User_1,A_Create Application,Application,Application_1085880569,complete,2016-01-01 13:05:19.866,Existing loan takeover,New credit,Application_1085880569,13000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.035,A_Submitted,0.0,26.0,31504.0,0.0,0.0,no_lagged_events,no_lagged_events,13866.5244107143,6.0,0,True,392719.866,True,0.0,False
28,222,statechange,User_1,A_Submitted,Application,ApplState_736842791,complete,2016-01-01 13:05:19.901,Existing loan takeover,New credit,Application_1085880569,13000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.187,W_Handle leads,1.0,25.0,31503.0,0.0,0.035,A_Create Application,no_lagged_events,13866.5244107143,6.0,0,True,392719.901,True,0.0,False
29,223,Created,User_1,W_Handle leads,Workflow,Workitem_957861555,schedule,2016-01-01 13:05:20.088,Existing loan takeover,New credit,Application_1085880569,13000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,66.213,W_Handle leads,2.0,24.0,31503.0,0.0,0.222,A_Submitted,A_Create Application,13866.5244107143,6.0,0,True,392720.088,True,0.0,False
30,224,Deleted,User_1,W_Handle leads,Workflow,Workitem_237665452,withdraw,2016-01-01 13:06:26.301,Existing loan takeover,New credit,Application_1085880569,13000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.01,W_Complete application,3.0,23.0,31503.0,0.0,66.435,W_Handle leads,A_Submitted,13866.5244107143,6.0,0,True,392786.301,True,0.0,False
31,225,Created,User_1,W_Complete application,Workflow,Workitem_111979908,schedule,2016-01-01 13:06:26.311,Existing loan takeover,New credit,Application_1085880569,13000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.01,A_Concept,4.0,22.0,31503.0,0.0,66.445,W_Handle leads,W_Handle leads,13866.5244107143,6.0,0,True,392786.311,True,0.0,False
32,226,statechange,User_1,A_Concept,Application,ApplState_1145436902,complete,2016-01-01 13:06:26.321,Existing loan takeover,New credit,Application_1085880569,13000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,80189.61,W_Complete application,5.0,21.0,31503.0,0.0,66.455,W_Complete application,W_Handle leads,13866.5244107143,6.0,0,True,392786.321,True,0.0,False
33,248,Created,User_1,A_Create Application,Application,Application_1266995739,complete,2016-01-01 13:22:19.758,Existing loan takeover,New credit,Application_1266995739,7000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.038,A_Submitted,0.0,50.0,31503.0,0.0,0.0,no_lagged_events,no_lagged_events,13866.5244107143,7.0,0,True,393739.758,True,0.0,False
34,249,statechange,User_1,A_Submitted,Application,ApplState_1503316651,complete,2016-01-01 13:22:19.796,Existing loan takeover,New credit,Application_1266995739,7000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.181,W_Handle leads,1.0,49.0,31502.0,0.0,0.038,A_Create Application,no_lagged_events,13866.5244107143,7.0,0,True,393739.796,True,0.0,False
35,250,Created,User_1,W_Handle leads,Workflow,Workitem_124706175,schedule,2016-01-01 13:22:19.977,Existing loan takeover,New credit,Application_1266995739,7000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,69.506,W_Handle leads,2.0,48.0,31502.0,0.0,0.219,A_Submitted,A_Create Application,13866.5244107143,7.0,0,True,393739.977,True,0.0,False
36,251,Deleted,User_1,W_Handle leads,Workflow,Workitem_476094580,withdraw,2016-01-01 13:23:29.483,Existing loan takeover,New credit,Application_1266995739,7000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.016,W_Complete application,3.0,47.0,31502.0,0.0,69.725,W_Handle leads,A_Submitted,13866.5244107143,7.0,0,True,393809.483,True,0.0,False
37,252,Created,User_1,W_Complete application,Workflow,Workitem_1061838630,schedule,2016-01-01 13:23:29.499,Existing loan takeover,New credit,Application_1266995739,7000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.012,A_Concept,4.0,46.0,31502.0,0.0,69.741,W_Handle leads,W_Handle leads,13866.5244107143,7.0,0,True,393809.499,True,0.0,False
38,253,statechange,User_1,A_Concept,Application,ApplState_287418819,complete,2016-01-01 13:23:29.511,Existing loan takeover,New credit,Application_1266995739,7000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,80579.392,W_Complete application,5.0,45.0,31502.0,0.0,69.753,W_Complete application,W_Handle leads,13866.5244107143,7.0,0,True,393809.511,True,0.0,False
39,299,Created,User_1,A_Create Application,Application,Application_1878239836,complete,2016-01-01 13:35:26.422,Home improvement,New credit,Application_1878239836,15000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.041,A_Submitted,0.0,31.0,31502.0,0.0,0.0,no_lagged_events,no_lagged_events,13866.5244107143,8.0,0,True,394526.422,True,0.0,False
40,300,statechange,User_1,A_Submitted,Application,ApplState_649299817,complete,2016-01-01 13:35:26.463,Home improvement,New credit,Application_1878239836,15000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.201,W_Handle leads,1.0,30.0,31501.0,0.0,0.041,A_Create Application,no_lagged_events,13866.5244107143,8.0,0,True,394526.463,True,0.0,False
41,301,Created,User_1,W_Handle leads,Workflow,Workitem_1693495632,schedule,2016-01-01 13:35:26.664,Home improvement,New credit,Application_1878239836,15000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,64.318,W_Handle leads,2.0,29.0,31501.0,0.0,0.242,A_Submitted,A_Create Application,13866.5244107143,8.0,0,True,394526.664,True,0.0,False
42,302,Deleted,User_1,W_Handle leads,Workflow,Workitem_1080257214,withdraw,2016-01-01 13:36:30.982,Home improvement,New credit,Application_1878239836,15000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.011,W_Complete application,3.0,28.0,31501.0,0.0,64.56,W_Handle leads,A_Submitted,13866.5244107143,8.0,0,True,394590.982,True,0.0,False
43,303,Created,User_1,W_Complete application,Workflow,Workitem_1531288681,schedule,2016-01-01 13:36:30.993,Home improvement,New credit,Application_1878239836,15000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.01,A_Concept,4.0,27.0,31501.0,0.0,64.571,W_Handle leads,W_Handle leads,13866.5244107143,8.0,0,True,394590.993,True,0.0,False
44,304,statechange,User_1,A_Concept,Application,ApplState_70781426,complete,2016-01-01 13:36:31.003,Home improvement,New credit,Application_1878239836,15000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,86132.43,W_Complete application,5.0,26.0,31501.0,0.0,64.581,W_Complete application,W_Handle leads,13866.5244107143,8.0,0,True,394591.003,True,0.0,False
45,331,Created,User_1,A_Create Application,Application,Application_619403287,complete,2016-01-01 14:13:16.064,Car,New credit,Application_619403287,15000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.053,A_Submitted,0.0,33.0,31501.0,0.0,0.0,no_lagged_events,no_lagged_events,13866.5244107143,9.0,0,True,396796.064,True,0.0,False
46,332,statechange,User_1,A_Submitted,Application,ApplState_1207742536,complete,2016-01-01 14:13:16.117,Car,New credit,Application_619403287,15000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.254,W_Handle leads,1.0,32.0,31500.0,0.0,0.053,A_Create Application,no_lagged_events,13866.5244107143,9.0,0,True,396796.117,True,0.0,False
47,333,Created,User_1,W_Handle leads,Workflow,Workitem_2007616906,schedule,2016-01-01 14:13:16.371,Car,New credit,Application_619403287,15000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,77.459,W_Handle leads,2.0,31.0,31500.0,0.0,0.307,A_Submitted,A_Create Application,13866.5244107143,9.0,0,True,396796.371,True,0.0,False
48,334,Deleted,User_1,W_Handle leads,Workflow,Workitem_993441789,withdraw,2016-01-01 14:14:33.830,Car,New credit,Application_619403287,15000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.017,W_Complete application,3.0,30.0,31500.0,0.0,77.766,W_Handle leads,A_Submitted,13866.5244107143,9.0,0,True,396873.83,True,0.0,False
49,335,Created,User_1,W_Complete application,Workflow,Workitem_1343236029,schedule,2016-01-01 14:14:33.847,Car,New credit,Application_619403287,15000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.01,A_Concept,4.0,29.0,31500.0,0.0,77.783,W_Handle leads,W_Handle leads,13866.5244107143,9.0,0,True,396873.847,True,0.0,False
50,336,statechange,User_1,A_Concept,Application,ApplState_1877855588,complete,2016-01-01 14:14:33.857,Car,New credit,Application_619403287,15000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,87114.119,W_Complete application,5.0,28.0,31500.0,0.0,77.793,W_Complete application,W_Handle leads,13866.5244107143,9.0,0,True,396873.857,True,0.0,False
51,365,Created,User_1,A_Create Application,Application,Application_1710223761,complete,2016-01-01 14:23:21.334,Car,New credit,Application_1710223761,11000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.047,A_Submitted,0.0,21.0,31500.0,0.0,0.0,no_lagged_events,no_lagged_events,13866.5244107143,10.0,0,True,397401.334,True,0.0,False
52,366,statechange,User_1,A_Submitted,Application,ApplState_575564150,complete,2016-01-01 14:23:21.381,Car,New credit,Application_1710223761,11000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.357,W_Handle leads,1.0,20.0,31499.0,0.0,0.047,A_Create Application,no_lagged_events,13866.5244107143,10.0,0,True,397401.381,True,0.0,False
53,367,Created,User_1,W_Handle leads,Workflow,Workitem_614526052,schedule,2016-01-01 14:23:21.738,Car,New credit,Application_1710223761,11000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,92.779,W_Handle leads,2.0,19.0,31499.0,0.0,0.404,A_Submitted,A_Create Application,13866.5244107143,10.0,0,True,397401.738,True,0.0,False
54,368,Deleted,User_1,W_Handle leads,Workflow,Workitem_963622468,withdraw,2016-01-01 14:24:54.517,Car,New credit,Application_1710223761,11000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.011,W_Complete application,3.0,18.0,31499.0,0.0,93.183,W_Handle leads,A_Submitted,13866.5244107143,10.0,0,True,397494.517,True,0.0,False
55,369,Created,User_1,W_Complete application,Workflow,Workitem_268897758,schedule,2016-01-01 14:24:54.528,Car,New credit,Application_1710223761,11000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.01,A_Concept,4.0,17.0,31499.0,0.0,93.194,W_Handle leads,W_Handle leads,13866.5244107143,10.0,0,True,397494.528,True,0.0,False
56,370,statechange,User_1,A_Concept,Application,ApplState_1784923327,complete,2016-01-01 14:24:54.538,Car,New credit,Application_1710223761,11000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,86688.354,W_Complete application,5.0,16.0,31499.0,0.0,93.204,W_Complete application,W_Handle leads,13866.5244107143,10.0,0,True,397494.538,True,0.0,False
57,387,Created,User_1,A_Create Application,Application,Application_1529124572,complete,2016-01-01 14:42:36.728,"Other, see explanation",New credit,Application_1529124572,5000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.039,A_Submitted,0.0,42.0,31499.0,0.0,0.0,no_lagged_events,no_lagged_events,13866.5244107143,11.0,0,True,398556.728,True,0.0,False
58,388,statechange,User_1,A_Submitted,Application,ApplState_1427234050,complete,2016-01-01 14:42:36.767,"Other, see explanation",New credit,Application_1529124572,5000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.376,W_Handle leads,1.0,41.0,31498.0,0.0,0.039,A_Create Application,no_lagged_events,13866.5244107143,11.0,0,True,398556.767,True,0.0,False
59,389,Created,User_1,W_Handle leads,Workflow,Workitem_594656343,schedule,2016-01-01 14:42:37.143,"Other, see explanation",New credit,Application_1529124572,5000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,53.604,W_Handle leads,2.0,40.0,31498.0,0.0,0.415,A_Submitted,A_Create Application,13866.5244107143,11.0,0,True,398557.143,True,0.0,False
60,390,Deleted,User_1,W_Handle leads,Workflow,Workitem_110419263,withdraw,2016-01-01 14:43:30.747,"Other, see explanation",New credit,Application_1529124572,5000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.011,W_Complete application,3.0,39.0,31498.0,0.0,54.019,W_Handle leads,A_Submitted,13866.5244107143,11.0,0,True,398610.747,True,0.0,False
61,391,Created,User_1,W_Complete application,Workflow,Workitem_289490153,schedule,2016-01-01 14:43:30.758,"Other, see explanation",New credit,Application_1529124572,5000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.009,A_Concept,4.0,38.0,31498.0,0.0,54.03,W_Handle leads,W_Handle leads,13866.5244107143,11.0,0,True,398610.758,True,0.0,False
62,392,statechange,User_1,A_Concept,Application,ApplState_1003788210,complete,2016-01-01 14:43:30.767,"Other, see explanation",New credit,Application_1529124572,5000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,85684.291,W_Complete application,5.0,37.0,31498.0,0.0,54.039,W_Complete application,W_Handle leads,13866.5244107143,11.0,0,True,398610.767,True,0.0,False
63,430,Created,User_1,A_Create Application,Application,Application_387012864,complete,2016-01-01 16:00:01.353,"Other, see explanation",New credit,Application_387012864,5000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.033,A_Submitted,0.0,20.0,31498.0,0.0,0.0,no_lagged_events,no_lagged_events,13866.5244107143,12.0,0,True,403201.353,True,0.0,False
64,431,statechange,User_1,A_Submitted,Application,ApplState_587211695,complete,2016-01-01 16:00:01.386,"Other, see explanation",New credit,Application_387012864,5000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.176,W_Handle leads,1.0,19.0,31497.0,0.0,0.033,A_Create Application,no_lagged_events,13866.5244107143,12.0,0,True,403201.386,True,0.0,False
65,432,Created,User_1,W_Handle leads,Workflow,Workitem_1856767053,schedule,2016-01-01 16:00:01.562,"Other, see explanation",New credit,Application_387012864,5000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,94.961,W_Handle leads,2.0,18.0,31497.0,0.0,0.209,A_Submitted,A_Create Application,13866.5244107143,12.0,0,True,403201.562,True,0.0,False
66,433,Deleted,User_1,W_Handle leads,Workflow,Workitem_1532575372,withdraw,2016-01-01 16:01:36.523,"Other, see explanation",New credit,Application_387012864,5000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.011,W_Complete application,3.0,17.0,31497.0,0.0,95.17,W_Handle leads,A_Submitted,13866.5244107143,12.0,0,True,403296.523,True,0.0,False
67,434,Created,User_1,W_Complete application,Workflow,Workitem_1111825947,schedule,2016-01-01 16:01:36.534,"Other, see explanation",New credit,Application_387012864,5000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.013,A_Concept,4.0,16.0,31497.0,0.0,95.181,W_Handle leads,W_Handle leads,13866.5244107143,12.0,0,True,403296.534,True,0.0,False
68,435,statechange,User_1,A_Concept,Application,ApplState_1788519445,complete,2016-01-01 16:01:36.547,"Other, see explanation",New credit,Application_387012864,5000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,81300.55,W_Complete application,5.0,15.0,31497.0,0.0,95.194,W_Complete application,W_Handle leads,13866.5244107143,12.0,0,True,403296.547,True,0.0,False
69,451,Created,User_1,A_Create Application,Application,Application_1120819670,complete,2016-01-01 16:22:50.533,Car,New credit,Application_1120819670,6850.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.034,A_Submitted,0.0,40.0,31497.0,0.0,0.0,no_lagged_events,no_lagged_events,13866.5244107143,13.0,0,True,404570.533,True,0.0,False
70,452,statechange,User_1,A_Submitted,Application,ApplState_1884976310,complete,2016-01-01 16:22:50.567,Car,New credit,Application_1120819670,6850.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.365,W_Handle leads,1.0,39.0,31496.0,0.0,0.034,A_Create Application,no_lagged_events,13866.5244107143,13.0,0,True,404570.567,True,0.0,False
71,453,Created,User_1,W_Handle leads,Workflow,Workitem_2108699659,schedule,2016-01-01 16:22:50.932,Car,New credit,Application_1120819670,6850.0,0.0,0.0,0,0.0,0,0.0,0.0,0,45.142,W_Handle leads,2.0,38.0,31496.0,0.0,0.399,A_Submitted,A_Create Application,13866.5244107143,13.0,0,True,404570.932,True,0.0,False
72,454,Deleted,User_1,W_Handle leads,Workflow,Workitem_1970934832,withdraw,2016-01-01 16:23:36.074,Car,New credit,Application_1120819670,6850.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.011,W_Complete application,3.0,37.0,31496.0,0.0,45.541,W_Handle leads,A_Submitted,13866.5244107143,13.0,0,True,404616.074,True,0.0,False
73,455,Created,User_1,W_Complete application,Workflow,Workitem_415518642,schedule,2016-01-01 16:23:36.085,Car,New credit,Application_1120819670,6850.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.011,A_Concept,4.0,36.0,31496.0,0.0,45.552,W_Handle leads,W_Handle leads,13866.5244107143,13.0,0,True,404616.085,True,0.0,False
74,456,statechange,User_1,A_Concept,Application,ApplState_1970342959,complete,2016-01-01 16:23:36.096,Car,New credit,Application_1120819670,6850.0,0.0,0.0,0,0.0,0,0.0,0.0,0,62905.751,A_Accepted,5.0,35.0,31496.0,0.0,45.563,W_Complete application,W_Handle leads,13866.5244107143,13.0,0,True,404616.096,True,0.0,False
75,492,Created,User_1,A_Create Application,Application,Application_42838382,complete,2016-01-01 16:58:48.775,Existing loan takeover,New credit,Application_42838382,29500.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.035,A_Submitted,0.0,32.0,31496.0,0.0,0.0,no_lagged_events,no_lagged_events,13866.5244107143,14.0,0,True,406728.775,True,0.0,False
